Line number,Character,Off screen,Place,Time,Line,Word count
903,Jules,False,int. Nova (moving),morning,"On the other side of the hill, by Burbank Studios. If Jimmie's ass ain't home, I don't know what the fuck we're gonna go. I ain't got any other partners in 818. Jimmie! How you doin' man, it's Jules. Listen up man, me an' my homeboy are in some serious shit. We're in a car we gotta get off the road, pronto! I need to use your garage for a couple hours.",72
904,Jules,False,int. Jimmie's bathroom,day,We gotta be real fuckin' delicate with this Jimmie's situation. He's one remark away from kickin' our asses out the door.,21
905,Vincent,False,int. Jimmie's bathroom,day,"If he kicks us out, whadda we do?",8
906,Jules,False,int. Jimmie's bathroom,day,"Well, we ain't leavin' 'til we made a couple phone calls. But I never want it to reach that pitch. Jimmie's my friend and you don't bust in your friend's house and start tellin' 'im what's what.",37
907,Vincent,False,int. Jimmie's bathroom,day,Just tell 'im not to be abusive. He kinda freaked out back there when he saw Marvin.,17
908,Jules,False,int. Jimmie's bathroom,day,"Put yourself in his position. It's eight o'clock in the morning. He just woke up, he wasn't prepared for this shit. Don't forget who's doin' who a favor.",28
909,Vincent,False,int. Jimmie's bathroom,day,"If the price of that favor is I gotta take shit, he can stick his favor straight up his ass.",20
910,Jules,False,int. Jimmie's bathroom,day,What the fuck did you just do to his towel?,10
911,Vincent,False,int. Jimmie's bathroom,day,I was just dryin' my hands.,6
912,Jules,False,int. Jimmie's bathroom,day,You're supposed to wash 'em first.,6
913,Vincent,False,int. Jimmie's bathroom,day,You watched me wash 'em.,5
914,Jules,False,int. Jimmie's bathroom,day,I watched you get 'em wet.,6
915,Vincent,False,int. Jimmie's bathroom,day,"I washed 'em. Blood's real hard to get off. Maybe if he had some Lava, I coulda done a better job.",21
916,Jules,False,int. Jimmie's bathroom,day,"I used the same soap you did and when I dried my hands, the towel didn't look like a fuckin' Maxie pad. Look, fuck it, alright. Who cares? But it's shit like this that's gonna bring this situation to a boil. If he were to come in here and see that towel like that... I'm tellin' you Vincent, you best be cool. 'Cause if I gotta get in to it with Jimmie on account of you... Look, I ain't threatenin' you, I respect you an' all, just don't put me in that position.",93
917,Jules,False,int. Jimmie's bathroom,day,"Jules, you ask me nice like that, no problem. He's your friend, you handle him.",15
918,Jules,False,int. Jimmie's kitchen,morning,"Goddamn Jimmie, this is some serious gourmet shit. Me an' Vincent woulda been satisfied with freeze-dried Tasters Choice. You spring this gourmet fuckin' shit on us. What flavor is this?",30
919,Jimmie,False,int. Jimmie's kitchen,morning,"Knock it off, Julie.",4
920,Jules,False,int. Jimmie's kitchen,morning,What?,1
921,Jimmie,False,int. Jimmie's kitchen,morning,"I'm not a cobb or corn, so you can stop butterin' me up. I don't need you to tell me how good my coffee is. I'm the one who buys it, I know how fuckin' good it is. When Bonnie goes shoppin;, she buys shit. I buy the gourmet expensive stuff 'cause when I drink it, I wanna taste it. But what's on my mind at this moment isn't the coffee in my kitchen, it's the dead nigger in my garage.",81
922,Jules,False,int. Jimmie's kitchen,morning,Jimmie –,1
923,Jimmie,False,int. Jimmie's kitchen,morning,"– I'm talkin'. Now let me ask you a question, Jules. When you drove in here, did you notice a sign out front that said, ""Dead nigger storage?""",27
924,Jimmie,False,int. Jimmie's kitchen,morning,"– answer to question. Did you see a sign out in front of my house that said, ""Dead nigger storage?""",19
925,Jules,False,int. Jimmie's kitchen,morning,"Naw man, I didn't.",4
926,Jimmie,False,int. Jimmie's kitchen,morning,You know why you didn't see that sign?,8
927,Jules,False,int. Jimmie's kitchen,morning,Why?,1
928,Jimmie,False,int. Jimmie's kitchen,morning,'Cause storin' dead niggers ain't my fuckin' business!,8
929,Jimmie,False,int. Jimmie's kitchen,morning,"– I ain't through! Now don't you understand that if Bonnie comes home and finds a dead body in her house, I'm gonna get divorced. No marriage counselor, no trial separation – fuckin' divorced. And I don't wanna get fuckin' divorced. The last time me an' Bonnie talked about this shit was gonna be the last time me an' Bonnie talked about this shit. Now I wanna help ya out Julie, I really do. But I ain't gonna lose my wife doin' it.",81
930,Jules,False,int. Jimmie's kitchen,morning,Jimmie –,1
931,Jimmie,False,int. Jimmie's kitchen,morning,"– don't fuckin' Jimmie me, man, I can't be Jimmied. There's nothin' you can say that's gonna make me forget I love my wife. Now she's workin' the graveyard shift at the hospital. She'll be comin' home in less than an hour and a half. Make your phone calls, talk to your people, than get the fuck out of my house.",60
932,Jules,False,int. Jimmie's kitchen,morning,That's all we want. We don't wanna fuck up your shit. We just need to call our people to bring us in.,22
933,Jimmie,False,int. Jimmie's kitchen,morning,Then I suggest you get to it. Phone's in my bedroom.,11
934,Marsellus,False,int. Marsellus Wallace's dining room,morning,"...well, say she comes home. Whaddya think she'll do? No fuckin' shit she'll freak. That ain't no kinda answer. You know 'er, I don't. How bad, a lot or a little?",31
935,Jules,False,int. Jimmie's bedroom,morning,"You got to appreciate what an explosive element this Bonnie situation is. If she comes home from a hard day's work and finds a bunch of gangsters doin' a bunch of gangsta' shit in her kitchen, ain't no tellin' what she's apt to do.",44
936,Marsellus,False,int. Jimmie's bedroom,morning,"I've grasped that, Jules. All I'm doin' is contemplating the ""ifs.""",11
937,Jules,False,int. Jimmie's bedroom,morning,"I don't wanna hear about no motherfuckin' ""ifs.""What I wanna hear from your ass is: ""you ain't got no problems, Jules. I'm on the motherfucker. Go back in there, chill them niggers out and wait for the cavalry, which should be comin' directly.""",43
938,Marsellus,False,int. Jimmie's bedroom,morning,"You ain't got no problems, Jules. I'm on the motherfucker. Go back in there, chill them niggers out and wait for The Wolf, who should be comin' directly.",28
939,Jules,False,int. Jimmie's bedroom,morning,You sendin' The Wolf?,4
940,Marsellus,False,int. Jimmie's bedroom,morning,Feel better?,2
941,Jules,False,int. Jimmie's bedroom,morning,"Shit Negro, that's all you had to say.",8
942,The Wolf,False,int. hotel suite,morning,Is she the hysterical type? When she due? Give me the principals' names again? Jules...,15
943,The Wolf,False,int. hotel suite,morning,...Vincent... Jimmie... Bonnie...,3
944,The Wolf,False,int. hotel suite,morning,Expect a call around 10:30. It's about thirty minutes away. I'll be there in ten.,15
945,The Wolf,False,int. Jimmie's house,morning,"You're Jimmie, right? This is your house?",7
946,Jimmie,False,int. Jimmie's house,morning,Yeah.,1
947,The Wolf,False,int. Jimmie's house,morning,"I'm Winston Wolf, I solve problems.",6
948,Jimmie,False,int. Jimmie's house,morning,"Good, 'cause we got one.",5
949,The Wolf,False,int. Jimmie's house,morning,So I heard. May I come in?,7
950,Jimmie,False,int. Jimmie's house,morning,Please do.,2
951,The Wolf,False,int. Jimmie's house,morning,"You must be Jules, which would make you Vincent. Let's get down to brass tacks, gentlemen. If I was informed correctly, the clock is ticking, is that right, Jimmie?",29
952,Jimmie,False,int. Jimmie's house,morning,100%.,1
953,The Wolf,False,int. Jimmie's house,morning,"Your wife, Bonnie... ...comes home at 9:30 in the AM, is that correct?",13
954,Jimmie,False,int. Jimmie's house,morning,Uh-huh.,1
955,The Wolf,False,int. Jimmie's house,morning,"I was led to believe if she comes home and finds us here, she wouldn't appreciate it none too much.",20
956,Jimmie,False,int. Jimmie's house,morning,She won't at that.,4
957,The Wolf,False,int. Jimmie's house,morning,"That gives us forty minutes to get the fuck outta Dodge, which, if you do what I say when I say it, should by plenty. Now you got a corpse in a car, minus a head, in a garage. Take me to it.",43
958,The Wolf,False,int. Jimmie's garage,morning,Jimmie?,1
959,Jimmie,False,int. Jimmie's garage,morning,Yes.,1
960,The Wolf,False,int. Jimmie's garage,morning,"Do me a favor, will ya? Thought I smelled some coffee in there. Would you make me a cup?",19
961,Jimmie,False,int. Jimmie's garage,morning,"Sure, how do you take it?",6
962,The Wolf,False,int. Jimmie's garage,morning,"Lotsa cream, lotsa sugar.",4
963,The Wolf,False,int. Jimmie's garage,morning,"About the car, is there anything I need to know? Does it stall, does it make a lot of noise, does it smoke, is there gas in it, anything?",29
964,Jules,False,int. Jimmie's garage,morning,"Aside from how it looks, the car's cool.",8
965,The Wolf,False,int. Jimmie's garage,morning,Positive? Don't get me out on the road and I find out the brake lights don't work.,17
966,Jules,False,int. Jimmie's garage,morning,"Hey man, as far as I know, the motherfucker's tip-top.",10
967,The Wolf,False,int. Jimmie's garage,morning,"Good enough, let's go back to the kitchen.",8
968,The Wolf,False,int. kitchen,morning,"Thank you, Jimmie.",3
969,The Wolf,False,int. kitchen,morning,"Okay first thing, you two. Take the body, stick it in the trunk. Now Jimmie, this looks to be a pretty domesticated house. That would lead me to believe that in the garage or under the sink, you got a bunch of cleansers and cleaners and shit like that, am I correct?",52
970,Jimmie,False,int. kitchen,morning,Yeah. Exactly. Under the sink.,5
971,The Wolf,False,int. kitchen,morning,"Good. What I need you two fellas to do is take those cleaning products and clean the inside of the car. And I'm talkin' fast, fast, fast. You need to go in the backseat, scoop up all those little pieces of brain and skull. Get it out of there. Wipe down the upholstery – now when it comes to upholstery, it don't need to be spic and span, you don't need to eat off it. Give it a good once over. What you need to take care of are the really messy parts. The pools of blood that have collected, you gotta soak that shit up. But the windows are a different story. Them you really clean. Get the Windex, do a good job. Now Jimmie, we need to raid your linen closet. I need blankets, I need comforters, I need quilts, I need bedspreads. The thicker the better, the darker the better. No whites, can't use 'em. We need to camouflage the interior of the car. We're gonna line the front seat and the backseat and the floor boards with quilts and blankets. If a cop stops us and starts stickin' his big snout in the car, the subterfuge won't last. But at a glance, the car will appear to be normal. Jimmie – lead the way, boys – get to work.",220
972,Vincent,False,int. kitchen,morning,"A ""please"" would be nice.",5
973,The Wolf,False,int. kitchen,morning,Come again?,2
974,Vincent,False,int. kitchen,morning,"I said a ""please"" would be nice.",7
975,The Wolf,False,int. kitchen,morning,"Set is straight, Buster. I'm not here to say ""please.""I'm here to tell you want to do. And if self- preservation is an instinct you possess, you better fuckin' do it and do it quick. I'm here to help. If my help's not appreciated, lotsa luck gentlemen.",47
976,Jules,False,int. kitchen,morning,"It ain't that way, Mr. Wolf. Your help is definitely appreciated.",11
977,Vincent,False,int. kitchen,morning,I don't mean any disrespect. I just don't like people barkin' orders at me.,14
978,The Wolf,False,int. kitchen,morning,"If I'm curt with you, it's because time is a factor. I think fast, I talk fast, and I need you guys to act fast if you want to get out of this. So pretty please, with sugar on top, clean the fuckin' car.",44
979,The Wolf,False,int. Jimmie's bedroom,morning,"It's a 1974 Chevy Nova. White. Nothin', except for the mess inside. About twenty minutes. Nobody who'll be missed. You're a good man, Joe. See ya soon. How we comin', Jimmie?",31
980,Jimmie,False,int. Jimmie's bedroom,morning,"Mr. Wolf, you gotta understand somethin' –",6
981,The Wolf,False,int. Jimmie's bedroom,morning,"– Winston, Jimmie – please, Winston.",4
982,Jimmie,False,int. Jimmie's bedroom,morning,"You gotta understand something, Winston. I want to help you guys out and all, but that's my best linen. It was a wedding present from my Uncle Conrad and Aunt Ginny, and they ain't with us anymore –",37
983,The Wolf,False,int. Jimmie's bedroom,morning,"– let me ask you a question, if you don't mind?",10
984,Jimmie,False,int. Jimmie's bedroom,morning,Sure.,1
985,The Wolf,False,int. Jimmie's bedroom,morning,Were you Uncle Conrad and Aunt Ginny millionaires?,8
986,Jimmie,False,int. Jimmie's bedroom,morning,No.,1
987,The Wolf,False,int. Jimmie's bedroom,morning,"Well, your Uncle Marsellus is. And I'm positive if Uncle Conrad and Aunt Ginny were millionaires, they would've furnished you with a whole bedroom set, which your Uncle Marsellus is more than happy to do. I like oak myself, that's what's in my bedroom. How 'bout you Jimmie, you an oak man?",52
988,Jimmie,False,int. Jimmie's bedroom,morning,Oak's nice.,2
989,Jules,False,int. garage,morning,I will never forgive your ass for this shit. This is some fucked-up repugnant shit!,15
990,Vincent,False,int. garage,morning,"Did you ever hear the philosophy that once a man admits he's wrong, he's immediately forgiven for all wrong-doings?",19
991,Jules,False,int. garage,morning,"Man, get outta my face with that shit! The motherfucker who said that never had to pick up itty-bitty pieces of skull with his fingers on account of your dumb ass.",31
992,Vincent,False,int. garage,morning,"I got a threshold, Jules. I got a threshold for the abuse I'll take. And you're crossin' it. I'm a race car and you got me in the red. Redline 7000, that's where you are. Just know, it's fuckin' dangerous to be drivin' a race car when it's in the red. It could blow.",54
993,Jules,False,int. garage,morning,"You're gettin' ready to blow? I'm a mushroom-cloud-layin' motherfucker! Every time my fingers touch brain I'm ""SUPERFLY T.N.T,"" I'm the ""GUNS OF NAVARONE."" I'm what Jimmie Walker usta talk about. In fact, what the fuck am I doin' in the back? You're the motherfucker should be on brain detail. We're tradin'. I'm washin' windows and you're pickin' up this nigger's skull.",61
994,The Wolf,False,int. Chevy Nova,morning,"Fine job, gentlemen. We may get out of this yet.",10
995,Jimmie,False,int. Chevy Nova,morning,I can't believe that's the same car.,7
996,The Wolf,False,int. Chevy Nova,morning,"Well, let's not start suckin' each other's dicks quite yet. Phase one is complete, clean the car, which moves us right along to phase two, clean you two.",28
997,The Wolf,False,ext. Jimmie's backyard,morning,Strip.,1
998,Vincent,False,ext. Jimmie's backyard,morning,All the way?,3
999,The Wolf,False,ext. Jimmie's backyard,morning,To your bare ass.,4
1000,The Wolf,False,ext. Jimmie's backyard,morning,"Quickly gentlemen, we got about fifteen minutes before Jimmie's better- half comes pulling into the driveway.",16
1001,Jules,False,ext. Jimmie's backyard,morning,This morning air is some chilly shit.,7
1002,Vincent,False,ext. Jimmie's backyard,morning,Are you sure this is absolutely necessary?,7
1003,The Wolf,False,ext. Jimmie's backyard,morning,You know what you two look like?,7
1004,Vincent,False,ext. Jimmie's backyard,morning,What?,1
1005,The Wolf,False,ext. Jimmie's backyard,morning,"Like a couple of guys who just blew off somebody's head. Yes, strippin' off those bloody rags is absolutely necessary. Toss the clothes in Jim's garbage bag.",27
1006,Jules,False,ext. Jimmie's backyard,morning,"Now Jimmie, don't do nothin' stupid like puttin' that out in front of your house for Elmo the garbage man to take away.",23
1007,The Wolf,False,ext. Jimmie's backyard,morning,"Don't worry, we're takin' it with us. Jim, the soap.",10
1008,The Wolf,False,ext. Jimmie's backyard,morning,"Okay gentlemen, you're both been to County before, I'm sure. Here it comes.",13
1009,Jules,False,ext. Jimmie's backyard,morning,"Goddamn, that water's fuckin' cold!",5
1010,The Wolf,False,ext. Jimmie's backyard,morning,"Better you than me, gentlemen.",5
1011,The Wolf,False,ext. Jimmie's backyard,morning,"Don't be afraid of the soap, spread it around.",9
1012,The Wolf,False,ext. Jimmie's backyard,morning,Towel 'em.,2
1013,The Wolf,False,ext. Jimmie's backyard,morning,"You're dry enough, give 'em their clothes.",7
1014,The Wolf,False,ext. Jimmie's backyard,morning,"Perfect. Perfect. We couldn't've planned this better. You guys look like... what do they look like, Jimmie?",17
1015,Jimmie,False,ext. Jimmie's backyard,morning,Dorks. They look like a couple of dorks.,8
1016,Jules,False,ext. Jimmie's backyard,morning,"Ha ha ha. They're your clothes, motherfucker.",7
1017,Jimmie,False,ext. Jimmie's backyard,morning,I guess you just gotta know how to wear them.,10
1018,Jules,False,ext. Jimmie's backyard,morning,"Yeah, well, our asses ain't the expert on wearin' dorky shit that your is.",14
1019,The Wolf,False,ext. Jimmie's backyard,morning,"C'mon, gentlemen, we're laughin' and jokin' our way into prison. Don't make me beg.",14
1020,The Wolf,False,int. Jimmie's garage,morning,"Gentlemen, let's get our rules of the road straight. We're going to a place called Monster Joe's Truck and Tow. Monster Joe and his daughter Raquel are sympathetic to out dilemma. The place is North Hollywood, so a few twist and turns aside, we'll be goin' up Hollywood Way. Now I'll drive the tainted car. Jules, you ride with me. Vincent, you follow in my Porsche. Now if we cross the path of any John Q. Laws, nobody does a fuckin' thing 'til I do something. What did I say?",90
1021,Jules,False,int. Jimmie's garage,morning,Don't do shit unless –,4
1022,The Wolf,False,int. Jimmie's garage,morning,– unless what?,2
1023,Jules,False,int. Jimmie's garage,morning,Unless you do it first.,5
1024,The Wolf,False,int. Jimmie's garage,morning,"Spoken like a true prodigy. How 'bout you, Lash Larue? Can you keep your spurs from jingling and jangling?",19
1025,Vincent,False,int. Jimmie's garage,morning,"I'm cool, Mr. Wolf. My gun just went off, I dunno how.",12
1026,The Wolf,False,int. Jimmie's garage,morning,"Fair enough. I drive real fuckin' fast, so keep up. If I get my car back any different than I gave it, Monster Joe's gonna be disposing of two bodies.",30
1027,Jules,False,ext. Monster Joe's Truck and Tow,morning,We cool?,2
1028,Winston,False,ext. Monster Joe's Truck and Tow,morning,Like it never happened.,4
1029,Winston,False,ext. Monster Joe's Truck and Tow,morning,"Boys, this is Raquel. Someday, all this will be hers.",10
1030,Raquel,False,ext. Monster Joe's Truck and Tow,morning,"Hi. You know, if they ever do ""I SPY: THE MOTION PICTURE,"" you guys, I'd be great. What's with the outfits. You guys going to a volleyball game?",28
1031,Winston,False,ext. Monster Joe's Truck and Tow,morning,I'm takin' m'lady out to breakfast. Maybe I can drop you two off. Where do you live?,17
1032,Vincent,False,ext. Monster Joe's Truck and Tow,morning,Redondo Beach.,2
1033,Jules,False,ext. Monster Joe's Truck and Tow,morning,Inglewood.,1
1034,Winston,False,ext. Monster Joe's Truck and Tow,morning,"It's your future: I see... a cab ride. Sorry guys, move out of the sticks. Say goodbye, Raquel.",18
1035,Raquel,False,ext. Monster Joe's Truck and Tow,morning,"Goodbye, Raquel.",2
1036,Winston,False,ext. Monster Joe's Truck and Tow,morning,"I'll see you two around, and stay outta trouble, you crazy kids.",12
1037,Jules,False,ext. Monster Joe's Truck and Tow,morning,Mr. Wolf.,2
1038,Jules,False,ext. Monster Joe's Truck and Tow,morning,I was a pleasure watchin' you work.,7
1039,Winston,False,ext. Monster Joe's Truck and Tow,morning,Call me Winston.,3
1040,Winston,False,ext. Monster Joe's Truck and Tow,morning,"You hear that, young lady? Respect. You could lean a lot from those two fine specimens. Respect for one's elders shows character.",22
1041,Raquel,False,ext. Monster Joe's Truck and Tow,morning,I have character.,3
1042,Winston,False,ext. Monster Joe's Truck and Tow,morning,Just because you are a character doesn't mean you have character.,11
1043,Raquel,False,ext. Monster Joe's Truck and Tow,morning,"Oh you're so funny, oh you're so funny.",8
1044,Jules,False,ext. Monster Joe's Truck and Tow,morning,Wanna share a cab?,4
1045,Vincent,False,ext. Monster Joe's Truck and Tow,morning,You know I could go for some breakfast. Want to have breakfast with me?,14
1046,Jules,False,ext. Monster Joe's Truck and Tow,morning,Sure.,1
1047,Vincent,False,int. coffee shop,morning,Thanks a bunch. Want a sausage?,6
1048,Jules,False,int. coffee shop,morning,"Naw, I don't eat pork.",5
1049,Vincent,False,int. coffee shop,morning,Are you Jewish?,3
1050,Jules,False,int. coffee shop,morning,"I ain't Jewish man, I just don't dig on swine.",10
1051,Vincent,False,int. coffee shop,morning,Why not?,2
1052,Jules,False,int. coffee shop,morning,They're filthy animals. I don't eat filthy animals.,8
1053,Vincent,False,int. coffee shop,morning,Sausages taste good. Pork chops taste good.,7
1054,Jules,False,int. coffee shop,morning,"A sewer rat may taste like pumpkin pie. I'll never know 'cause even if it did, I wouldn't eat the filthy motherfucker. Pigs sleep and root in shit. That's a filthy animal. I don't wanna eat nothin' that ain't got enough sense to disregard its own feces.",47
1055,Vincent,False,int. coffee shop,morning,How about dogs? Dogs eat their own feces.,8
1056,Jules,False,int. coffee shop,morning,I don't eat dog either.,5
1057,Vincent,False,int. coffee shop,morning,"Yes, but do you consider a dog to be a filthy animal?",12
1058,Jules,False,int. coffee shop,morning,"I wouldn't go so far as to call a dog filthy, but they're definitely dirty. But a dog's got personality. And personality goes a long way.",26
1059,Vincent,False,int. coffee shop,morning,"So by that rationale, if a pig had a better personality, he's cease to be a filthy animal?",18
1060,Jules,False,int. coffee shop,morning,We'd have to be talkin' 'bout one motherfuckin' charmin' pig. It'd have to be the Cary Grant of pigs.,19
1061,Vincent,False,int. coffee shop,morning,Good for you. Lighten up a little. You been sittin' there all quiet.,13
1062,Jules,False,int. coffee shop,morning,I just been sittin' here thinkin'.,6
1063,Vincent,False,int. coffee shop,morning,About what?,2
1064,Jules,False,int. coffee shop,morning,The miracle we witnessed.,4
1065,Vincent,False,int. coffee shop,morning,The miracle you witnessed. I witnessed a freak occurrence.,9
1066,Jules,False,int. coffee shop,morning,Do you know that a miracle is?,7
1067,Vincent,False,int. coffee shop,morning,An act of God.,4
1068,Jules,False,int. coffee shop,morning,What's an act of God?,5
1069,Vincent,False,int. coffee shop,morning,"I guess it's when God makes the impossible possible. And I'm sorry Jules, but I don't think what happened this morning qualifies.",22
1070,Jules,False,int. coffee shop,morning,"Don't you see, Vince, that shit don't matter. You're judging this thing the wrong way. It's not about what. It could be God stopped the bullets, he changed Coke into Pepsi, he found my fuckin' car keys. You don't judge shit like this based on merit. Whether or not what we experienced was an according-to-Hoyle miracle is insignificant. What is significant is I felt God's touch, God got involved.",69
1071,Vincent,False,int. coffee shop,morning,But why?,2
1072,Jules,False,int. coffee shop,morning,That's what's fuckin' wit' me! I don't know why. But I can't go back to sleep.,16
1073,Vincent,False,int. coffee shop,morning,"So you're serious, you're really gonna quit?",7
1074,Jules,False,int. coffee shop,morning,"The life, most definitely.",4
1075,Patron,False,int. coffee shop,morning,Garcon! Coffee!,2
1076,Vincent,False,int. coffee shop,morning,"So if you're quitting the life, what'll you do?",9
1077,Jules,False,int. coffee shop,morning,"That's what I've been sitting here contemplating. First, I'm gonna deliver this case to Marsellus. Then, basically, I'm gonna walk the earth.",22
1078,Vincent,False,int. coffee shop,morning,"What do you mean, walk the earth?",7
1079,Jules,False,int. coffee shop,morning,"You know, like Caine in ""KUNG FU."" Just walk from town to town, meet people, get in adventures.",18
1080,Vincent,False,int. coffee shop,morning,How long do you intend to walk the earth?,9
1081,Jules,False,int. coffee shop,morning,Until God puts me where he want me to be.,10
1082,Vincent,False,int. coffee shop,morning,What if he never does?,5
1083,Jules,False,int. coffee shop,morning,"If it takes forever, I'll wait forever.",7
1084,Vincent,False,int. coffee shop,morning,So you decided to be a bum?,7
1085,Jules,False,int. coffee shop,morning,"I'll just be Jules, Vincent – no more, no less.",9
1086,Vincent,False,int. coffee shop,morning,"No Jules, you're gonna be like those pieces of shit out there who beg for change. They walk around like a bunch of fuckin' zombies, they sleep in garbage bins, they eat what I throw away, and dogs piss on 'em. They got a word for 'em, they're called bums. And without a job, residence, or legal tender, that's what you're gonna be – a fuckin' bum!",66
1087,Jules,False,int. coffee shop,morning,"Look my friend, this is just where me and you differ –",11
1088,Vincent,False,int. coffee shop,morning,– what happened was peculiar – no doubt about it – but it wasn't water into wine.,14
1089,Jules,False,int. coffee shop,morning,"All shapes and sizes, Vince.",5
1090,Vincent,False,int. coffee shop,morning,Stop fuckin' talkin' like that!,5
1091,Jules,False,int. coffee shop,morning,"If you find my answers frightening, Vincent, you should cease askin' scary questions.",13
1092,Vincent,False,int. coffee shop,morning,I gotta take a shit. To be continued.,8
1093,Pumpkin,False,int. coffee shop,morning,"Everybody be cool, this is a robbery!",7
1094,Honey Bunny,False,int. coffee shop,morning,Any of you fuckin' pricks move and I'll execute every one of you motherfuckers! Got that?!,16
1095,Pumpkin,False,int. coffee shop,morning,"Customers stay seated, waitresses on the floor.",7
1096,Honey Bunny,False,int. coffee shop,morning,"Now mean fuckin' now! Do it or die, do it or fucking die!",13
1097,Pumpkin,False,int. coffee shop,morning,"You Mexicans in the kitchen, get out here! Asta luego!",10
1098,Pumpkin,False,int. coffee shop,morning,"On the floor or I'll cook you ass, comprende?",9
1099,Manager,False,int. coffee shop,morning,"I'm the manager here, there's no problem, no problem at all –",11
1100,Pumpkin,False,int. coffee shop,morning,You're gonna give me a problem?,6
1101,Pumpkin,False,int. coffee shop,morning,What? You said you're gonna give me a problem?,9
1102,Manager,False,int. coffee shop,morning,"No, I'm not. I'm not gonna give you any problem!",10
1103,Pumpkin,False,int. coffee shop,morning,"I don't know, Honey Bunny. He looks like the hero type to me!",13
1104,Honey Bunny,False,int. coffee shop,morning,Don't take any chances. Execute him!,6
1105,Manager,False,int. coffee shop,morning,Please don't! I'm not a hero. I'm just a coffee shop manager. Take anything you want.,16
1106,Pumpkin,False,int. coffee shop,morning,Tell everyone to cooperate and it'll be all over.,9
1107,Manager,False,int. coffee shop,morning,Everybody just be calm and cooperate with them and this will be all over soon!,15
1108,Pumpkin,False,int. coffee shop,morning,"Well done, now git your fuckin' ass on the ground.",10
1109,Pumpkin,False,int. coffee shop,morning,"Okay people, I'm going to go 'round and collect your wallets. Don't talk, just toss 'em in the bag. We clear?",21
1110,Pumpkin,False,int. coffee shop,morning,In the bag.,3
1111,Pumpkin,False,int. coffee shop,morning,What's in that?,3
1112,Jules,False,int. coffee shop,morning,My boss' dirty laundry.,4
1113,Pumpkin,False,int. coffee shop,morning,You boss makes you do his laundry?,7
1114,Jules,False,int. coffee shop,morning,When he wants it clean.,5
1115,Pumpkin,False,int. coffee shop,morning,Sounds like a shit job.,5
1116,Jules,False,int. coffee shop,morning,"Funny, I've been thinkin' the same thing.",7
1117,Pumpkin,False,int. coffee shop,morning,Open it up.,3
1118,Jules,False,int. coffee shop,morning,'Fraid I can't do that.,5
1119,Pumpkin,False,int. coffee shop,morning,I didn't hear you.,4
1120,Jules,False,int. coffee shop,morning,"Yes, you did.",3
1121,Honey Bunny,False,int. coffee shop,morning,What's goin' on?,3
1122,Pumpkin,False,int. coffee shop,morning,Looks like we got a vigilante in our midst.,9
1123,Honey Bunny,False,int. coffee shop,morning,Shoot 'em in the face!,5
1124,Jules,False,int. coffee shop,morning,"I don't mean to shatter your ego, but this ain't the first time I've had gun pointed at me.",19
1125,Pumpkin,False,int. coffee shop,morning,"You don't open up that case, it's gonna be the last.",11
1126,Manager,False,int. coffee shop,morning,"Quit causing problems, you'll get us all killed! Give 'em what you got and get 'em out of here.",19
1127,Jules,False,int. coffee shop,morning,"Keep your fuckin' mouth closed, fat man, this ain't any of your goddamn business!",14
1128,Pumpkin,False,int. coffee shop,morning,"I'm countin' to three, and if your hand ain't off that case, I'm gonna unload right in your fuckin' face. Clear? One...",22
1129,Pumpkin,False,int. coffee shop,morning,...two... three.,2
1130,Jules,False,int. coffee shop,morning,You win.,2
1131,Jules,False,int. coffee shop,morning,"It's all yours, Ringo.",4
1132,Pumpkin,False,int. coffee shop,morning,Open it.,2
1133,Honey Bunny,False,int. coffee shop,morning,What is it? What is it?,6
1134,Pumpkin,False,int. coffee shop,morning,Is that what I think it is?,7
1135,Pumpkin,False,int. coffee shop,morning,It's beautiful.,2
1136,Honey Bunny,False,int. coffee shop,morning,"Goddammit, what is it?",4
1137,Honey Bunny,False,int. coffee shop,morning,"Let him go! Let him go! I'll blow your fuckin' head off! I'll kill ya! I'll kill ya! You're gonna die, you're gonna fuckin' die bad!",26
1138,Jules,False,int. coffee shop,morning,"Tell that bitch to be cool! Say, bitch be cool! Say, bitch be cool!",14
1139,Pumpkin,False,int. coffee shop,morning,"Chill out, honey!",3
1140,Honey Bunny,False,int. coffee shop,morning,Let him go!,3
1141,Jules,False,int. coffee shop,morning,Tell her it's gonna be okay.,6
1142,Pumpkin,False,int. coffee shop,morning,I'm gonna be okay.,4
1143,Jules,False,int. coffee shop,morning,Promise her.,2
1144,Pumpkin,False,int. coffee shop,morning,I promise.,2
1145,Jules,False,int. coffee shop,morning,Tell her to chill.,4
1146,Pumpkin,False,int. coffee shop,morning,Just chill out.,3
1147,Jules,False,int. coffee shop,morning,What's her name?,3
1148,Pumpkin,False,int. coffee shop,morning,Yolanda.,1
1149,Jules,False,int. coffee shop,morning,"So, we cool Yolanda? We ain't gonna do anything stupid, are we?",12
1150,Yolanda,False,int. coffee shop,morning,Don't you hurt him.,4
1151,Jules,False,int. coffee shop,morning,Nobody's gonna hurt anybody. We're gonna be like three Fonzies. And what' Fonzie like?,14
1152,Jules,False,int. coffee shop,morning,"C'mon Yolanda, what's Fonzie like?",5
1153,Yolanda,False,int. coffee shop,morning,He's cool?,2
